노선명,정류장 일련번호,정류장 ID,정류장 이름,승차자,하차자,탑승자,승차/버스,하차/버스,탑승/버스,/하루,/버스운행,/버스정류장
2233,11,11145,휘경여중고.휘경주공아파트,1106,1754,5488,0.4397,0.6973,2.1819,,,
2233,12,11121,서울보호관찰소.동성빌라,171,685,4974,0.068,0.2723,1.9775,,,
2233,13,73039,동일스위트리버.휘봉고교,658,359,5273,0.2616,0.1427,2.0964,,,
2233,14,11144,휘경유수지견인차고지앞,626,153,5746,0.2489,0.0608,2.2844,,,
2233,15,75538,휘봉초등학교,19,99,5666,0.0076,0.0394,2.2526,,,
2233,16,75470,경찰수사보안연구소,2155,221,7600,0.8568,0.0879,3.0215,,,
2233,17,75472,동부아동상담소,2102,507,9195,0.8357,0.2016,3.6556,,,
2233,18,75473,장안삼성래미안2차아파트,2372,565,11002,0.943,0.2246,4.374,,,
2233,19,75474,장안삼성래미안2차아파트,805,499,11308,0.32,0.1984,4.4957,,,
2233,20,75475,장안현대홈타운앞,5358,1054,15612,2.1302,0.419,6.2068,,,
2233,21,75476,동대문구민회관앞,4256,771,19097,1.692,0.3065,7.5924,,,
2233,22,75477,파라브아파트,2177,1211,20063,0.8655,0.4815,7.9764,,,
2233,23,75503,장한평,10726,9986,20803,4.2643,3.9701,8.2706,,,
2233,24,75479,장한평역,32753,6843,46713,13.0215,2.7206,18.5716,,,
2233,25,75480,북한연구소앞,657,1870,45500,0.2612,0.7435,18.0893,,,
2233,26,73196,우리은행장안지점앞,2497,5209,42788,0.9927,2.0709,17.0111,,,
2233,27,11173,동경호텔앞,2344,6654,38478,0.9319,2.6454,15.2976,,,
2233,28,73198,경남호텔앞,1067,5803,33742,0.4242,2.3071,13.4147,,,
2233,29,73199,장안동삼성쉐르빌아파트,2839,10790,25791,1.1287,4.2898,10.2537,,,
2233,30,75486,장안사거리,5495,4221,27065,2.1846,1.6781,10.7602,,,
2233,31,75487,장안지구대,2985,1964,28086,1.1867,0.7808,11.1661,,,
2233,32,11093,답신리촬영소,2806,3921,26971,1.1156,1.5589,10.7228,,,
2233,33,73035,전곡시장,4934,3199,28706,1.9616,1.2718,11.4126,,,
2233,34,72140,배봉초등학교앞,12019,3411,37314,4.7784,1.3561,14.8349,,,
2233,35,72141,전농동SK아파트,5395,3328,39381,2.1449,1.3231,15.6566,,,
2233,36,72142,전농사거리,1885,2291,38975,0.7494,0.9108,15.4952,,,
2233,37,10835,SK주유소,2046,1781,39240,0.8134,0.7081,15.6006,,,
2233,38,75158,동대문중학교,1176,1130,39286,0.4675,0.4493,15.6189,,,
2233,39,75513,한성실업,3321,2039,40568,1.3203,0.8106,16.1285,,,
2233,40,75514,전농시장앞,3476,3130,40914,1.3819,1.2444,16.2661,,,
2233,41,8102,성바오르병원앞,890,9237,32567,0.3538,3.6723,12.9476,,,
2233,42,70069,청량리청과물도매시장,2195,4217,30545,0.8727,1.6765,12.1437,,,
2233,43,7934,제기역약령시장,1591,4179,27957,0.6325,1.6614,11.1148,,,
2233,44,70071,용두동.한국의류시험연구원,1025,1919,27063,0.4075,0.7629,10.7594,,,
2233,45,7769,신설동역,1109,3965,24207,0.4409,1.5764,9.6239,,,
2233,46,8000821,동묘앞,2252,3007,23452,0.8953,1.1955,9.3238,,,
2233,47,72390,동대문.흥인지문,2613,4837,21228,1.0388,1.923,8.4396,,,
2233,48,72391,종로.중구새마을금고,1293,4218,18303,0.5141,1.6769,7.2767,,,
2233,49,72392,동대문역사문화공원,8095,4090,22308,3.2183,1.6261,8.8689,,,
2233,50,72609,동대문역사문화공원,1010,874,22444,0.4015,0.3475,8.923,,,
2233,51,9187,충무아트홀.중부소방서,5201,2895,24750,2.0678,1.151,9.8398,,,
2233,52,75421,신당동떡볶이타운,4110,1812,27048,1.634,0.7204,10.7534,,,
2233,53,9180,청구역,9569,3013,33604,3.8043,1.1979,13.3599,,,
2233,54,8000203,동화동,312,4601,29315,0.124,1.8292,11.6547,,,
2233,55,75518,신당동삼성아파트,963,4858,25420,0.3829,1.9314,10.1062,,,
2233,56,75519,대경중입구,627,2887,23160,0.2493,1.1478,9.2077,,,
2233,57,7663,신금호역,4206,4459,22907,1.6722,1.7728,9.1071,,,
2233,58,7718,팔봉사입구,657,1407,22157,0.2612,0.5594,8.8089,,,
2233,59,75522,금호동벽산아파트,1200,3337,20020,0.4771,1.3267,7.9593,,,
2233,60,75523,금호사거리,406,3100,17326,0.1614,1.2325,6.8883,,,
2233,61,72364,금남시장앞,1920,5575,13671,0.7633,2.2164,5.4352,,,
2233,62,72365,금옥초등학교앞,233,2333,11571,0.0926,0.9275,4.6003,,,
2233,63,9190,옥수동삼성아파트,79,2023,9627,0.0314,0.8043,3.8274,,,
2233,64,75524,극동그린아파트앞,911,2170,8368,0.3622,0.8627,3.3268,,,
2233,65,75525,극동그린아파트,1694,113,9949,0.6735,0.0449,3.9554,,,
2233,66,9195,옥수동삼성아파트,2934,69,12814,1.1665,0.0274,5.0944,,,
2233,67,72381,미타사입구,538,159,13193,0.2139,0.0632,5.2451,,,
2233,68,72382,금옥초등학교앞,1878,460,14611,0.7466,0.1829,5.8089,,,
2233,69,72405,금남시장앞,7895,870,21636,3.1388,0.3459,8.6018,,,
2233,70,75527,금호사거리,4361,1017,24980,1.7338,0.4043,9.9313,,,
2233,71,75529,금호동벽산아파트,4778,1375,28383,1.8996,0.5467,11.2842,,,
2233,72,75528,팔봉사입구,1648,1472,28559,0.6552,0.5852,11.3541,,,
2233,73,75530,신금호역,4341,5588,27312,1.7258,2.2216,10.8584,,,
2233,74,75531,대경중입구,1792,457,28647,0.7124,0.1817,11.3891,,,
2233,75,75532,신당동대우푸루지오,3600,718,31529,1.4312,0.2855,12.5349,,,
2233,76,75533,동화동,2083,1243,32369,0.8281,0.4942,12.8689,,,
2233,77,75534,청구역,2230,4888,29711,0.8866,1.9433,11.8121,,,
2233,78,9203,신당동떡볶이타운,3379,2477,30613,1.3434,0.9848,12.1708,,,
2233,79,72158,충무아트홀중부소방서.박정희대통령가옥,2450,6564,26499,0.974,2.6096,10.5352,,,
2233,80,72159,동대문역사문화공원,5568,6794,25273,2.2137,2.7011,10.0477,,,
2233,81,8000505,동대문,8708,3509,30472,3.462,1.3951,12.1147,,,
2233,82,7670,숭인동,4726,1538,33660,1.8789,0.6115,13.3821,,,
2233,83,8002513,신설동역,5844,1481,38023,2.3234,0.5888,15.1167,,,
2233,84,8002705,용두동로타리.한국의류시험연구원,3171,1050,40144,1.2607,0.4174,15.96,,,
2233,85,70034,제기동역,5811,1617,44338,2.3103,0.6429,17.6274,,,
2233,86,8501293,청량리청과물도매시장,4595,1248,47685,1.8268,0.4962,18.958,,,
2233,87,75535,성바오르병원앞,8761,2003,54443,3.4831,0.7963,21.6448,,,
2233,88,75536,전농시장앞,2713,4061,53095,1.0786,1.6145,21.1089,,,
2233,89,75537,한성실업,1533,2396,52232,0.6095,0.9526,20.7658,,,
2233,90,8384,동대문중학교,1530,1714,52048,0.6083,0.6814,20.6926,,,
2233,91,10837,SK주유소,2334,1682,52700,0.9279,0.6687,20.9518,,,
2233,92,72173,전농사거리,2940,5003,50637,1.1689,1.989,20.1317,,,
2233,93,72174,전농동SK아파트,3232,5454,48415,1.2849,2.1683,19.2483,,,
2233,94,72175,배봉초등학교앞,1824,9090,41149,0.7252,3.6139,16.3595,,,
2233,95,74668,전곡시장,2108,4547,38710,0.8381,1.8077,15.3899,,,
2233,96,74669,답십리촬영소,1870,3768,36812,0.7435,1.498,14.6353,,,
2233,97,75496,장안지구대,1801,5483,33130,0.716,2.1799,13.1714,,,
2233,98,11303,국민은행장안동지점,2991,8261,27860,1.1891,3.2843,11.0762,,,
2233,99,175475,장안현대홈타운앞,5183,2071,30972,2.0606,0.8234,12.3135,,,
2233,100,175476,동대문구민회관앞,3690,1970,32692,1.467,0.7832,12.9973,,,
2233,101,175477,파라브아파트,1986,1674,33004,0.7896,0.6655,13.1213,,,
2233,102,175503,장한평,15284,10866,37422,6.0764,4.32,14.8778,,,
2233,103,175479,장한평역,42592,6592,73422,16.9332,2.6208,29.1902,,,
2233,104,175480,북한연구소앞,802,2352,71872,0.3188,0.9351,28.574,,,
2233,105,173196,우리은행장안지점앞,1947,6206,67613,0.7741,2.4673,26.8808,,,
2233,106,111173,동경호텔앞,1309,8363,60559,0.5204,3.3249,24.0763,,,
2233,107,173198,경남호텔앞,468,6691,54336,0.1861,2.6601,21.6023,,,
2233,108,173199,장안동삼성쉐르빌아파트,1515,12481,43370,0.6023,4.962,17.2425,,,
2233,109,73200,새서울병원,1431,7576,37225,0.5689,3.012,14.7995,,,
2233,110,73201,신한은행장안동지점,3232,8816,31641,1.2849,3.505,12.5795,,,
2233,111,73202,장안동근린공원,637,3687,28591,0.2533,1.4658,11.3669,,,
2233,112,72177,장안교.은석초등학교,2782,1413,29960,1.106,0.5618,11.9111,,,
2233,113,72178,면목동홈에버,2364,2873,29451,0.9399,1.1422,11.7088,,,
2233,114,11535,면목두산아파트2차,417,4324,25544,0.1658,1.7191,10.1555,,,
2233,115,72180,사가정역,394,8763,17175,0.1566,3.4839,6.8282,,,
2233,116,71225,면목시장,410,688,16897,0.163,0.2735,6.7177,,,
2233,117,11560,면남초등학교,195,919,16173,0.0775,0.3654,6.4299,,,
2233,118,71227,방약국,88,922,15339,0.035,0.3666,6.0983,,,
2233,119,11530,중곡초등학교,4,674,14669,0.0016,0.268,5.8319,,,
3220,1,12157,신흥기업종점,1863,27,1836,0.8507,0.0123,0.8384,10552.4,703.5,119.9
3220,2,12148,신흥기업입구,3588,30,5394,1.6384,0.0137,2.463,,,
3220,3,12116,신오금사거리,1698,224,6868,0.7753,0.1023,3.1361,,,
3220,4,13975,오금동대림아파트,2278,581,8565,1.0402,0.2653,3.911,,,
3220,5,12041,방이역,3518,1072,11011,1.6064,0.4895,5.0279,,,
3220,6,8002220,올림픽선수촌아파트,1795,1066,11740,0.8196,0.4868,5.3607,,,
3220,7,12127,올림픽공원역,6360,1585,16515,2.9041,0.7237,7.5411,,,
3220,8,8002363,오륜교회앞,2989,2707,16797,1.3648,1.2361,7.6699,,,
3220,9,8002387,윤선생영어교실앞.삼성SNS,9314,2151,23960,4.253,0.9822,10.9406,,,
3220,10,12080,성내동미주아파트,4914,1257,27617,2.2438,0.574,12.6105,,,
3220,11,12022,강동보건소,2891,3546,26962,1.3201,1.6192,12.3114,,,
3220,12,8002388,강동구청,3100,5519,24543,1.4155,2.5201,11.2068,,,
3220,13,8001413,현대아파트앞,2352,2881,24014,1.074,1.3155,10.9653,,,
3220,14,11929,풍납동극동아파트.서울아산병원입구,5064,2256,26822,2.3123,1.0301,12.2475,,,
3220,15,77130,올림픽대교남단,2528,324,29026,1.1543,0.1479,13.2539,,,
3220,16,13829,올림픽대교북단사거리,7188,2981,33233,3.2822,1.3612,15.1749,,,
3220,17,13797,구의시장삼거리,5032,2382,35883,2.2977,1.0877,16.3849,,,
3220,18,8001944,광진경찰서,7708,3079,40512,3.5196,1.4059,18.4986,,,
3220,19,11513,광진구청,6420,2291,44641,2.9315,1.0461,20.384,,,
3220,20,11493,자양사거리,3653,1898,46396,1.668,0.8667,21.1854,,,
3220,21,11415,자양초등학교,3621,3853,46164,1.6534,1.7594,21.0795,,,
3220,22,11324,건대후문,4202,9977,40389,1.9187,4.5557,18.4425,,,
3220,23,11230,건대입구사거리,18372,19128,39633,8.389,8.7342,18.0973,,,
3220,24,11292,화양천주교회앞,1840,3177,38296,0.8402,1.4507,17.4868,,,
3220,25,11219,화양리,6069,4512,39853,2.7712,2.0603,18.1977,,,
3220,26,11178,송정동서울숲아이파크,6877,5881,40849,3.1402,2.6854,18.6525,,,
3220,27,11225,송정동건영아파트,6253,4221,42881,2.8553,1.9274,19.5804,,,
3220,28,15823,군자교남단,1761,4449,40193,0.8041,2.0315,18.353,,,
3220,29,75503,장한평,3881,9675,34399,1.7721,4.4178,15.7073,,,
3220,30,10974,청년회의소,2572,1730,35241,1.1744,0.79,16.0918,,,
3220,31,10908,하나은행장안동지점,446,2245,33442,0.2037,1.0251,15.2703,,,
3220,32,73031,동아.위더스빌아파트,1607,3685,31364,0.7338,1.6826,14.3215,,,
3220,33,11041,동답한신아파트후문,2032,3357,30039,0.9279,1.5329,13.7164,,,
3220,34,11076,풍안시장.동답초교,1065,1532,29572,0.4863,0.6995,13.5032,,,
3220,35,75488,촬영소사거리.세양청마루아파트앞,2439,3173,28838,1.1137,1.4489,13.168,,,
3220,36,10970,답십리2동한양아파트앞,847,1573,28112,0.3868,0.7183,12.8365,,,
3220,37,75490,한양아파트.청솔우성아파트후문,540,1107,27545,0.2466,0.5055,12.5776,,,
3220,38,8001834,청솔우성아파트.답십리종합상가,3661,2613,28593,1.6717,1.1932,13.0562,,,
3220,39,10895,전농우체국앞,2859,3132,28320,1.3055,1.4301,12.9315,,,
3220,40,10835,SK주유소,945,807,28458,0.4315,0.3685,12.9945,,,
3220,41,75158,동대문중학교,529,485,28502,0.2416,0.2215,13.0146,,,
3220,42,75513,한성실업,2322,1125,29699,1.0603,0.5137,13.5612,,,
3220,43,75514,전농시장앞,2381,2148,29932,1.0872,0.9808,13.6676,,,
3220,44,8102,성바오르병원앞,2247,10185,21994,1.026,4.6507,10.0429,,,
3220,45,8001829,청량리역 환승센터,23929,11015,34908,10.9265,5.0297,15.9397,,,
3220,46,8002143,청량리성심병원,1996,1852,35052,0.9114,0.8457,16.0055,,,
3220,47,72535,떡전교앞,3250,3280,35022,1.484,1.4977,15.9918,,,
3220,48,72536,서울시립대학교앞,3879,5486,33415,1.7712,2.505,15.258,,,
3220,49,72537,동부교육구청.해성국제컨벤션고등학교,2417,2800,33032,1.1037,1.2785,15.0831,,,
3220,50,10891,전농우체국앞,3154,2579,33607,1.4402,1.1776,15.3457,,,
3220,51,72144,한솔.우성아파트답십리종합상가,2300,2347,33560,1.0502,1.0717,15.3242,,,
3220,52,74676,답십리2동.두산아파트,1806,2013,33353,0.8247,0.9192,15.2297,,,
3220,53,10969,답십리2동한양아파트앞,1230,950,33633,0.5616,0.4338,15.3575,,,
3220,54,75495,동답한신.대림아파트.동대문체육,255,1235,32653,0.1164,0.5639,14.91,,,
3220,55,74678,동답한신.대림아파트동대문체육관,1820,1396,33077,0.8311,0.6374,15.1037,,,
3220,56,8501506,동답초교.대림아파트앞,1933,1541,33469,0.8826,0.7037,15.2826,,,
3220,57,8002188,동답한신.동아아파트,5167,2208,36428,2.3594,1.0082,16.6338,,,
3220,58,8002189,동아.위더스빌아파트,3905,1586,38747,1.7831,0.7242,17.6927,,,
3220,59,8501437,도시철도공사,1,1330,37418,0.0005,0.6073,17.0858,,,
3220,60,10958,청년회의소,4736,4297,37857,2.1626,1.9621,17.2863,,,
3220,61,8001020,장안평역,10517,3828,44546,4.8023,1.7479,20.3406,,,
3220,62,11268,군자교남단,1255,5221,40580,0.5731,2.384,18.5297,,,
3220,63,8002390,송정동건영아파트,4359,5038,39901,1.9904,2.3005,18.2196,,,
3220,64,11174,송정동서울숲아이파크,4309,4222,39988,1.9676,1.9279,18.2594,,,
3220,65,8001509,화양리,5230,4934,40284,2.3881,2.253,18.3945,,,
3220,66,11287,화양천주교회앞,2800,3441,39643,1.2785,1.5712,18.1018,,,
3220,67,11258,서울화양초등학교,1612,4617,36638,0.7361,2.1082,16.7297,,,
3220,68,11220,건대입구역사거리,10706,7814,39530,4.8886,3.568,18.0502,,,
3220,69,11317,건대후문,16432,4175,51787,7.5032,1.9064,23.647,,,
3220,70,11416,자양초등학교,1906,2605,51088,0.8703,1.1895,23.3279,,,
3220,71,11497,자양사거리,1228,4382,47934,0.5607,2.0009,21.8877,,,
3220,72,11520,광진구청,4449,5542,46841,2.0315,2.5306,21.3886,,,
3220,73,8001126,광진경찰서,2544,4841,44544,1.1616,2.2105,20.3397,,,
3220,74,8002221,구의시장삼거리,2591,6505,40630,1.1831,2.9703,18.5525,,,
3220,75,8002222,올림픽대교북단사거리,1833,4349,38114,0.837,1.9858,17.4037,,,
3220,76,13923,풍납동극동아파트,3881,9197,32798,1.7721,4.1995,14.9763,,,
3220,77,8001414,강동구청역.농협중앙회,993,1528,32263,0.4534,0.6977,14.732,,,
3220,78,8002389,강동구청,5614,2956,34921,2.5635,1.3498,15.9457,,,
3220,79,12012,강동보건소,1998,3254,33665,0.9123,1.4858,15.3721,,,
3220,80,8002391,성내동미주아파트,652,5661,28656,0.2977,2.5849,13.0849,,,
3220,81,8002223,윤선생영어교실앞.삼성SNS,2390,5014,26032,1.0913,2.2895,11.8868,,,
3220,82,8002224,서울체육중.고등학교,66,611,25487,0.0301,0.279,11.6379,,,
3220,83,77168,보성중고등학교,298,1672,24113,0.1361,0.7635,11.0105,,,
3220,84,12139,올림픽공원,2304,3929,22488,1.0521,1.7941,10.2685,,,
3220,85,8002225,올림픽공원테니스장,45,762,21771,0.0205,0.3479,9.9411,,,
3220,86,8002218,오금동대림아파트,1126,4345,18552,0.5142,1.984,8.4712,,,
3220,87,12117,신오금사거리,32,1516,17068,0.0146,0.6922,7.7936,,,
3220,88,8002219,오금동신흥기업종점,2,3264,13806,0.0009,1.4904,6.3041,,,
